Track,Driver,Compound,TireAge,TrackTemp,AirTemp,Rainfall,LapTime_s
Singapore Grand Prix,STR,MEDIUM,17.0,33.2,29.4,0.0,97.123
Singapore Grand Prix,STR,MEDIUM,18.0,33.1,29.5,0.0,97.937
Singapore Grand Prix,STR,MEDIUM,19.0,33.3,29.5,0.0,96.867
Singapore Grand Prix,STR,MEDIUM,20.0,33.5,29.5,0.0,97.291
Singapore Grand Prix,STR,MEDIUM,21.0,33.5,29.5,0.0,96.324
Singapore Grand Prix,STR,MEDIUM,22.0,33.4,29.4,0.0,96.053
Singapore Grand Prix,STR,MEDIUM,23.0,33.3,29.4,0.0,95.851
Singapore Grand Prix,STR,MEDIUM,24.0,33.6,29.4,0.0,96.0
Singapore Grand Prix,ALB,MEDIUM,2.0,34.2,28.9,0.0,102.374
Singapore Grand Prix,ALB,MEDIUM,3.0,33.3,28.9,0.0,100.171
Singapore Grand Prix,ALB,MEDIUM,4.0,34.5,29.1,0.0,100.091
Singapore Grand Prix,ALB,MEDIUM,5.0,34.1,29.1,0.0,99.142
Singapore Grand Prix,ALB,MEDIUM,6.0,33.8,29.0,0.0,100.67
Singapore Grand Prix,ALB,MEDIUM,8.0,33.9,29.1,0.0,99.48
Singapore Grand Prix,ALB,MEDIUM,9.0,34.1,29.1,0.0,99.185
Singapore Grand Prix,ALB,MEDIUM,10.0,34.0,29.1,0.0,98.941
Singapore Grand Prix,ALB,MEDIUM,11.0,34.3,29.1,0.0,98.758
Singapore Grand Prix,ALB,MEDIUM,12.0,34.3,29.0,0.0,99.603
Singapore Grand Prix,ALB,MEDIUM,13.0,33.9,29.0,0.0,100.215
Singapore Grand Prix,ALB,MEDIUM,14.0,33.9,29.1,0.0,98.819
Singapore Grand Prix,ALB,MEDIUM,15.0,34.3,29.1,0.0,99.028
Singapore Grand Prix,ALB,MEDIUM,16.0,34.0,29.1,0.0,98.507
Singapore Grand Prix,ALB,MEDIUM,17.0,33.8,29.2,0.0,98.427
Singapore Grand Prix,ALB,MEDIUM,18.0,34.1,29.2,0.0,98.647
Singapore Grand Prix,ALB,MEDIUM,19.0,33.8,29.2,0.0,98.389
Singapore Grand Prix,ALB,MEDIUM,20.0,33.8,29.2,0.0,98.469
Singapore Grand Prix,ALB,MEDIUM,21.0,34.0,29.2,0.0,98.668
Singapore Grand Prix,ALB,MEDIUM,22.0,33.7,29.2,0.0,98.446
Singapore Grand Prix,ALB,MEDIUM,23.0,33.7,29.2,0.0,98.445
Singapore Grand Prix,ALB,MEDIUM,24.0,33.7,29.3,0.0,98.64
Singapore Grand Prix,ALB,MEDIUM,25.0,33.7,29.3,0.0,97.975
Singapore Grand Prix,ALB,MEDIUM,26.0,33.7,29.3,0.0,99.363
Singapore Grand Prix,ALB,MEDIUM,27.0,33.7,29.2,0.0,98.21
Singapore Grand Prix,ALB,MEDIUM,28.0,33.7,29.2,0.0,97.694
Singapore Grand Prix,ALB,MEDIUM,29.0,33.9,29.2,0.0,97.84
Singapore Grand Prix,ALB,MEDIUM,30.0,33.7,29.3,0.0,97.733
Singapore Grand Prix,ALB,MEDIUM,31.0,33.8,29.2,0.0,97.831
Singapore Grand Prix,ALB,MEDIUM,32.0,34.0,29.2,0.0,98.089
Singapore Grand Prix,ALB,MEDIUM,33.0,33.9,29.2,0.0,98.36
Singapore Grand Prix,ALB,MEDIUM,34.0,34.0,29.1,0.0,98.286
Singapore Grand Prix,ALB,MEDIUM,35.0,34.1,29.1,0.0,98.601
Singapore Grand Prix,ALB,MEDIUM,36.0,33.9,29.2,0.0,98.579
Singapore Grand Prix,ALB,MEDIUM,37.0,34.0,29.2,0.0,98.951
Singapore Grand Prix,ALB,MEDIUM,38.0,34.0,29.2,0.0,99.303
Singapore Grand Prix,ALB,MEDIUM,39.0,33.9,29.2,0.0,98.886
Singapore Grand Prix,ALB,MEDIUM,40.0,34.3,29.2,0.0,98.624
Singapore Grand Prix,ALB,MEDIUM,41.0,34.1,29.3,0.0,98.657
Singapore Grand Prix,ALB,SOFT,3.0,33.9,29.4,0.0,95.961
Singapore Grand Prix,ALB,SOFT,4.0,34.1,29.4,0.0,96.606
Singapore Grand Prix,ALB,SOFT,5.0,33.6,29.5,0.0,98.313
Singapore Grand Prix,ALB,SOFT,6.0,34.0,29.5,0.0,99.502
Singapore Grand Prix,ALB,SOFT,7.0,33.4,29.5,0.0,98.154
Singapore Grand Prix,ALB,SOFT,8.0,33.6,29.4,0.0,100.751
Singapore Grand Prix,ALB,SOFT,9.0,33.3,29.4,0.0,98.346
Singapore Grand Prix,ALB,SOFT,10.0,33.3,29.4,0.0,96.648
Singapore Grand Prix,ALB,SOFT,11.0,33.6,29.3,0.0,95.882
Singapore Grand Prix,ALB,SOFT,12.0,33.2,29.4,0.0,96.848
Singapore Grand Prix,ALB,SOFT,13.0,33.1,29.5,0.0,98.183
Singapore Grand Prix,ALB,SOFT,14.0,33.3,29.5,0.0,96.706
Singapore Grand Prix,ALB,SOFT,15.0,33.5,29.5,0.0,97.719
Singapore Grand Prix,ALB,SOFT,16.0,33.5,29.5,0.0,96.822
Singapore Grand Prix,ALB,SOFT,17.0,33.4,29.4,0.0,95.792
Singapore Grand Prix,ALB,SOFT,18.0,33.3,29.4,0.0,95.648
Singapore Grand Prix,ALB,SOFT,19.0,33.6,29.4,0.0,95.893
Singapore Grand Prix,LAW,MEDIUM,1.0,33.6,28.7,0.0,111.941
Singapore Grand Prix,LAW,MEDIUM,2.0,34.2,28.9,0.0,101.671
Singapore Grand Prix,LAW,MEDIUM,3.0,33.3,28.9,0.0,99.832
Singapore Grand Prix,LAW,MEDIUM,4.0,34.5,29.1,0.0,99.536
Singapore Grand Prix,LAW,MEDIUM,5.0,34.1,29.1,0.0,98.772
Singapore Grand Prix,LAW,MEDIUM,6.0,33.8,29.0,0.0,98.838
Singapore Grand Prix,LAW,MEDIUM,8.0,33.9,29.1,0.0,98.966
Singapore Grand Prix,LAW,MEDIUM,9.0,34.1,29.1,0.0,98.559
Singapore Grand Prix,LAW,MEDIUM,10.0,34.0,29.1,0.0,98.379
Singapore Grand Prix,LAW,MEDIUM,11.0,34.3,29.1,0.0,98.614
Singapore Grand Prix,LAW,MEDIUM,12.0,34.3,29.0,0.0,99.222
Singapore Grand Prix,LAW,MEDIUM,13.0,33.9,29.0,0.0,98.886
Singapore Grand Prix,LAW,MEDIUM,14.0,33.9,29.1,0.0,98.787
Singapore Grand Prix,LAW,MEDIUM,15.0,34.3,29.1,0.0,99.272
Singapore Grand Prix,LAW,MEDIUM,16.0,34.0,29.1,0.0,98.943
Singapore Grand Prix,LAW,MEDIUM,17.0,33.8,29.2,0.0,98.696
Singapore Grand Prix,LAW,MEDIUM,18.0,34.1,29.2,0.0,98.548
Singapore Grand Prix,LAW,MEDIUM,19.0,33.8,29.2,0.0,98.38
Singapore Grand Prix,LAW,MEDIUM,20.0,33.8,29.2,0.0,98.5
Singapore Grand Prix,LAW,MEDIUM,21.0,34.0,29.2,0.0,98.554
Singapore Grand Prix,LAW,MEDIUM,22.0,33.7,29.2,0.0,98.842
Singapore Grand Prix,LAW,MEDIUM,23.0,33.8,29.2,0.0,98.724
Singapore Grand Prix,LAW,MEDIUM,24.0,33.7,29.3,0.0,98.386
Singapore Grand Prix,LAW,MEDIUM,25.0,33.7,29.3,0.0,99.052
Singapore Grand Prix,LAW,MEDIUM,26.0,33.7,29.3,0.0,98.362
Singapore Grand Prix,LAW,MEDIUM,27.0,33.7,29.2,0.0,98.546
Singapore Grand Prix,LAW,MEDIUM,28.0,33.7,29.2,0.0,98.103
Singapore Grand Prix,LAW,MEDIUM,29.0,33.9,29.2,0.0,98.48
Singapore Grand Prix,LAW,MEDIUM,30.0,33.7,29.3,0.0,98.341
Singapore Grand Prix,LAW,MEDIUM,31.0,33.8,29.2,0.0,98.312
Singapore Grand Prix,LAW,MEDIUM,32.0,34.0,29.2,0.0,98.337
Singapore Grand Prix,LAW,MEDIUM,33.0,33.9,29.2,0.0,98.26
Singapore Grand Prix,LAW,MEDIUM,34.0,33.7,29.2,0.0,98.362
Singapore Grand Prix,LAW,MEDIUM,35.0,34.1,29.1,0.0,98.486
Singapore Grand Prix,LAW,MEDIUM,36.0,33.9,29.2,0.0,98.678
Singapore Grand Prix,LAW,MEDIUM,37.0,34.0,29.2,0.0,98.795
Singapore Grand Prix,LAW,MEDIUM,38.0,34.0,29.2,0.0,99.014
Singapore Grand Prix,LAW,MEDIUM,39.0,33.9,29.2,0.0,98.83
Singapore Grand Prix,LAW,MEDIUM,40.0,34.3,29.2,0.0,99.313
Singapore Grand Prix,LAW,MEDIUM,41.0,34.1,29.3,0.0,99.005
Singapore Grand Prix,LAW,MEDIUM,42.0,34.1,29.4,0.0,98.818
Singapore Grand Prix,LAW,MEDIUM,43.0,33.9,29.4,0.0,99.18
Singapore Grand Prix,LAW,MEDIUM,45.0,33.6,29.4,0.0,99.003
Singapore Grand Prix,LAW,MEDIUM,46.0,34.1,29.4,0.0,99.352
Singapore Grand Prix,LAW,MEDIUM,47.0,33.6,29.5,0.0,100.79
Singapore Grand Prix,LAW,SOFT,2.0,33.6,29.4,0.0,101.289
Singapore Grand Prix,LAW,SOFT,3.0,33.3,29.4,0.0,98.14
Singapore Grand Prix,LAW,SOFT,4.0,33.3,29.3,0.0,97.829
Singapore Grand Prix,LAW,SOFT,5.0,33.6,29.3,0.0,95.96
Singapore Grand Prix,LAW,SOFT,6.0,33.2,29.4,0.0,97.325
Singapore Grand Prix,LAW,SOFT,7.0,33.1,29.5,0.0,96.199
Singapore Grand Prix,LAW,SOFT,8.0,33.3,29.5,0.0,96.874
Singapore Grand Prix,LAW,SOFT,9.0,33.5,29.5,0.0,97.322
Singapore Grand Prix,LAW,SOFT,10.0,33.5,29.5,0.0,97.891
Singapore Grand Prix,LAW,SOFT,11.0,33.4,29.4,0.0,96.065
Singapore Grand Prix,LAW,SOFT,12.0,33.3,29.4,0.0,95.86
Singapore Grand Prix,LAW,SOFT,13.0,33.6,29.4,0.0,95.641
Singapore Grand Prix,COL,SOFT,1.0,33.6,28.7,0.0,112.427
Singapore Grand Prix,COL,SOFT,2.0,34.2,28.9,0.0,101.923
Singapore Grand Prix,COL,SOFT,3.0,33.3,28.9,0.0,99.789
Singapore Grand Prix,COL,SOFT,4.0,34.5,29.1,0.0,99.604
Singapore Grand Prix,COL,SOFT,5.0,34.1,29.1,0.0,98.907
Singapore Grand Prix,COL,SOFT,6.0,33.8,29.0,0.0,99.039
Singapore Grand Prix,COL,SOFT,8.0,33.9,29.1,0.0,98.72
Singapore Grand Prix,COL,SOFT,9.0,34.1,29.1,0.0,98.76
Singapore Grand Prix,COL,SOFT,10.0,34.0,29.1,0.0,98.649
Singapore Grand Prix,COL,SOFT,11.0,34.3,29.1,0.0,98.67
Singapore Grand Prix,COL,SOFT,12.0,34.3,29.0,0.0,98.988
Singapore Grand Prix,COL,SOFT,13.0,33.9,29.0,0.0,98.869
Singapore Grand Prix,COL,MEDIUM,2.0,34.0,29.1,0.0,97.557
Singapore Grand Prix,COL,MEDIUM,3.0,33.8,29.2,0.0,97.182
Singapore Grand Prix,COL,MEDIUM,4.0,34.1,29.2,0.0,97.646
Singapore Grand Prix,COL,MEDIUM,5.0,33.8,29.2,0.0,97.816
Singapore Grand Prix,COL,MEDIUM,6.0,33.8,29.2,0.0,97.364
Singapore Grand Prix,COL,MEDIUM,7.0,34.0,29.2,0.0,100.941
Singapore Grand Prix,COL,MEDIUM,8.0,33.7,29.2,0.0,98.645
Singapore Grand Prix,COL,MEDIUM,9.0,33.7,29.2,0.0,97.924
Singapore Grand Prix,COL,MEDIUM,10.0,33.7,29.3,0.0,97.939
Singapore Grand Prix,COL,MEDIUM,11.0,33.7,29.3,0.0,98.213
Singapore Grand Prix,COL,MEDIUM,12.0,33.7,29.2,0.0,98.418
Singapore Grand Prix,COL,MEDIUM,13.0,33.7,29.2,0.0,98.338
Singapore Grand Prix,COL,MEDIUM,14.0,33.7,29.2,0.0,99.169
Singapore Grand Prix,COL,MEDIUM,15.0,33.9,29.2,0.0,98.514
Singapore Grand Prix,COL,MEDIUM,16.0,33.7,29.3,0.0,98.572
Singapore Grand Prix,COL,MEDIUM,17.0,33.8,29.2,0.0,98.428
Singapore Grand Prix,COL,MEDIUM,18.0,34.0,29.2,0.0,98.617
Singapore Grand Prix,COL,MEDIUM,19.0,33.9,29.2,0.0,98.204
Singapore Grand Prix,COL,MEDIUM,20.0,34.0,29.1,0.0,98.272
Singapore Grand Prix,COL,MEDIUM,21.0,34.1,29.1,0.0,97.703
Singapore Grand Prix,COL,MEDIUM,22.0,33.9,29.2,0.0,98.313
Singapore Grand Prix,COL,MEDIUM,23.0,34.0,29.2,0.0,99.485
Singapore Grand Prix,COL,MEDIUM,24.0,34.0,29.2,0.0,98.899
Singapore Grand Prix,COL,MEDIUM,25.0,33.9,29.2,0.0,98.524
Singapore Grand Prix,COL,MEDIUM,26.0,34.3,29.3,0.0,98.069
Singapore Grand Prix,COL,MEDIUM,27.0,34.1,29.3,0.0,100.27
Singapore Grand Prix,COL,MEDIUM,28.0,34.1,29.4,0.0,101.546
Singapore Grand Prix,COL,MEDIUM,29.0,33.5,29.3,0.0,98.505
Singapore Grand Prix,COL,MEDIUM,31.0,33.9,29.4,0.0,98.142
Singapore Grand Prix,COL,MEDIUM,32.0,34.1,29.4,0.0,100.817
Singapore Grand Prix,COL,MEDIUM,33.0,33.6,29.5,0.0,98.596
Singapore Grand Prix,COL,MEDIUM,34.0,34.0,29.5,0.0,101.028
Singapore Grand Prix,COL,MEDIUM,35.0,33.5,29.5,0.0,98.679
Singapore Grand Prix,COL,MEDIUM,36.0,33.6,29.4,0.0,99.523
Singapore Grand Prix,COL,MEDIUM,37.0,33.3,29.4,0.0,97.834
Singapore Grand Prix,COL,MEDIUM,38.0,33.3,29.4,0.0,98.053
Singapore Grand Prix,COL,MEDIUM,39.0,33.6,29.3,0.0,98.354
Singapore Grand Prix,COL,MEDIUM,40.0,33.2,29.4,0.0,97.935
Singapore Grand Prix,COL,MEDIUM,41.0,33.1,29.5,0.0,98.084
Singapore Grand Prix,COL,MEDIUM,42.0,33.3,29.5,0.0,97.433
Singapore Grand Prix,COL,MEDIUM,43.0,33.5,29.5,0.0,98.731
Singapore Grand Prix,COL,MEDIUM,44.0,33.5,29.5,0.0,103.401
Singapore Grand Prix,COL,MEDIUM,45.0,33.4,29.4,0.0,99.656
Singapore Grand Prix,COL,MEDIUM,46.0,33.4,29.4,0.0,100.213
Singapore Grand Prix,COL,MEDIUM,47.0,33.6,29.4,0.0,98.79
Singapore Grand Prix,BOR,MEDIUM,1.0,33.6,28.7,0.0,114.057
Singapore Grand Prix,BOR,MEDIUM,2.0,34.2,28.9,0.0,101.226
Singapore Grand Prix,BOR,MEDIUM,3.0,33.3,28.9,0.0,100.081
Singapore Grand Prix,BOR,MEDIUM,4.0,34.5,29.1,0.0,99.677
Singapore Grand Prix,BOR,MEDIUM,5.0,34.1,29.1,0.0,99.452
Singapore Grand Prix,BOR,MEDIUM,6.0,33.8,29.0,0.0,99.657
Singapore Grand Prix,BOR,MEDIUM,8.0,33.9,29.1,0.0,98.776
Singapore Grand Prix,BOR,MEDIUM,9.0,34.1,29.1,0.0,99.153
Singapore Grand Prix,BOR,MEDIUM,10.0,34.0,29.1,0.0,98.835
Singapore Grand Prix,BOR,MEDIUM,11.0,34.3,29.1,0.0,98.816
Singapore Grand Prix,BOR,MEDIUM,12.0,34.3,29.0,0.0,98.922
Singapore Grand Prix,BOR,HARD,2.0,34.0,29.1,0.0,97.152
Singapore Grand Prix,BOR,HARD,3.0,34.0,29.1,0.0,97.126
Singapore Grand Prix,BOR,HARD,4.0,33.8,29.2,0.0,97.34
Singapore Grand Prix,BOR,HARD,5.0,34.1,29.3,0.0,97.377
Singapore Grand Prix,BOR,HARD,6.0,33.8,29.2,0.0,97.288
Singapore Grand Prix,BOR,HARD,7.0,33.8,29.2,0.0,97.191
Singapore Grand Prix,BOR,HARD,8.0,34.0,29.2,0.0,97.237
Singapore Grand Prix,BOR,HARD,9.0,33.7,29.2,0.0,97.531
Singapore Grand Prix,BOR,HARD,10.0,33.7,29.2,0.0,97.622
Singapore Grand Prix,BOR,HARD,11.0,33.7,29.3,0.0,97.646
Singapore Grand Prix,BOR,HARD,12.0,33.7,29.3,0.0,97.815
Singapore Grand Prix,BOR,HARD,13.0,33.7,29.2,0.0,98.328
Singapore Grand Prix,BOR,HARD,14.0,33.7,29.2,0.0,98.171
Singapore Grand Prix,BOR,HARD,15.0,33.7,29.2,0.0,98.596
Singapore Grand Prix,BOR,HARD,16.0,33.9,29.2,0.0,98.638
Singapore Grand Prix,BOR,HARD,17.0,33.7,29.3,0.0,98.529
Singapore Grand Prix,BOR,HARD,18.0,33.8,29.2,0.0,98.324
Singapore Grand Prix,BOR,HARD,19.0,34.0,29.2,0.0,98.218
Singapore Grand Prix,BOR,HARD,20.0,33.9,29.2,0.0,98.513
Singapore Grand Prix,BOR,HARD,21.0,34.0,29.1,0.0,98.124
Singapore Grand Prix,BOR,HARD,22.0,34.1,29.1,0.0,98.841
Singapore Grand Prix,BOR,HARD,23.0,33.9,29.2,0.0,98.581
Singapore Grand Prix,BOR,HARD,24.0,34.0,29.2,0.0,98.427
Singapore Grand Prix,BOR,HARD,25.0,34.0,29.2,0.0,98.612
Singapore Grand Prix,BOR,HARD,26.0,33.9,29.2,0.0,98.432
Singapore Grand Prix,BOR,HARD,27.0,34.3,29.3,0.0,98.004
Singapore Grand Prix,BOR,HARD,28.0,34.1,29.3,0.0,98.849
Singapore Grand Prix,BOR,HARD,29.0,34.1,29.4,0.0,101.827
Singapore Grand Prix,BOR,HARD,30.0,33.5,29.3,0.0,98.793
Singapore Grand Prix,BOR,HARD,32.0,33.9,29.4,0.0,99.682
Singapore Grand Prix,BOR,HARD,33.0,34.1,29.4,0.0,98.65
Singapore Grand Prix,BOR,HARD,34.0,33.6,29.5,0.0,100.22
Singapore Grand Prix,BOR,HARD,35.0,34.0,29.5,0.0,99.047
Singapore Grand Prix,BOR,HARD,36.0,33.5,29.5,0.0,99.69
Singapore Grand Prix,BOR,HARD,37.0,33.6,29.4,0.0,98.946
Singapore Grand Prix,BOR,HARD,38.0,33.3,29.4,0.0,98.211
Singapore Grand Prix,BOR,HARD,39.0,33.3,29.4,0.0,98.99
Singapore Grand Prix,BOR,HARD,40.0,33.6,29.3,0.0,100.052
Singapore Grand Prix,BOR,HARD,41.0,33.2,29.4,0.0,99.959
Singapore Grand Prix,BOR,HARD,42.0,33.1,29.5,0.0,101.702
Singapore Grand Prix,BOR,HARD,43.0,33.3,29.5,0.0,100.096
Singapore Grand Prix,BOR,HARD,44.0,33.5,29.5,0.0,98.065
Singapore Grand Prix,BOR,HARD,45.0,33.5,29.5,0.0,97.901
Singapore Grand Prix,BOR,HARD,46.0,33.4,29.4,0.0,98.112
Singapore Grand Prix,BOR,HARD,47.0,33.4,29.4,0.0,99.189
Singapore Grand Prix,BOR,HARD,48.0,33.6,29.4,0.0,98.947
Singapore Grand Prix,OCO,MEDIUM,1.0,33.6,28.7,0.0,115.463
Singapore Grand Prix,OCO,MEDIUM,2.0,34.2,28.9,0.0,101.132
Singapore Grand Prix,OCO,MEDIUM,3.0,33.3,28.9,0.0,100.342
Singapore Grand Prix,OCO,MEDIUM,4.0,34.5,29.1,0.0,99.425
Singapore Grand Prix,OCO,MEDIUM,5.0,34.1,29.1,0.0,99.209
Singapore Grand Prix,OCO,MEDIUM,6.0,33.8,29.0,0.0,99.324
Singapore Grand Prix,OCO,MEDIUM,8.0,33.9,29.1,0.0,98.887
Singapore Grand Prix,OCO,MEDIUM,9.0,34.1,29.1,0.0,99.115
Singapore Grand Prix,OCO,MEDIUM,10.0,34.0,29.1,0.0,99.079
Singapore Grand Prix,OCO,MEDIUM,11.0,34.3,29.1,0.0,98.945
Singapore Grand Prix,OCO,MEDIUM,12.0,34.3,29.0,0.0,98.889
Singapore Grand Prix,OCO,MEDIUM,13.0,33.9,29.0,0.0,98.772
Singapore Grand Prix,OCO,MEDIUM,14.0,33.9,29.1,0.0,98.885
Singapore Grand Prix,OCO,MEDIUM,15.0,34.3,29.1,0.0,98.332
Singapore Grand Prix,OCO,MEDIUM,16.0,34.0,29.1,0.0,98.699
Singapore Grand Prix,OCO,MEDIUM,17.0,33.8,29.2,0.0,98.425
Singapore Grand Prix,OCO,MEDIUM,18.0,34.1,29.2,0.0,98.484
Singapore Grand Prix,OCO,MEDIUM,19.0,33.8,29.2,0.0,98.363
Singapore Grand Prix,OCO,MEDIUM,20.0,33.8,29.2,0.0,98.274
Singapore Grand Prix,OCO,MEDIUM,21.0,34.0,29.2,0.0,98.511
Singapore Grand Prix,OCO,MEDIUM,22.0,33.7,29.2,0.0,98.526
Singapore Grand Prix,OCO,MEDIUM,23.0,33.8,29.2,0.0,98.493
Singapore Grand Prix,OCO,MEDIUM,24.0,33.7,29.3,0.0,98.344
Singapore Grand Prix,OCO,MEDIUM,25.0,33.7,29.3,0.0,98.512
Singapore Grand Prix,OCO,MEDIUM,26.0,33.7,29.3,0.0,98.632
Singapore Grand Prix,OCO,MEDIUM,27.0,33.7,29.2,0.0,98.565
Singapore Grand Prix,OCO,MEDIUM,28.0,33.7,29.2,0.0,98.579
Singapore Grand Prix,OCO,MEDIUM,29.0,33.9,29.2,0.0,98.448
Singapore Grand Prix,OCO,HARD,2.0,33.9,29.2,0.0,96.646
Singapore Grand Prix,OCO,HARD,3.0,33.9,29.2,0.0,97.017
Singapore Grand Prix,OCO,HARD,4.0,34.0,29.1,0.0,97.416
Singapore Grand Prix,OCO,HARD,5.0,34.1,29.1,0.0,98.609
Singapore Grand Prix,OCO,HARD,6.0,33.9,29.2,0.0,98.472
Singapore Grand Prix,OCO,HARD,7.0,34.0,29.2,0.0,98.617
Singapore Grand Prix,OCO,HARD,8.0,34.0,29.2,0.0,98.53
Singapore Grand Prix,OCO,HARD,9.0,33.9,29.2,0.0,98.148
Singapore Grand Prix,OCO,HARD,10.0,34.3,29.3,0.0,98.437
Singapore Grand Prix,OCO,HARD,11.0,34.1,29.3,0.0,98.411
Singapore Grand Prix,OCO,HARD,12.0,34.1,29.4,0.0,101.821
Singapore Grand Prix,OCO,HARD,13.0,33.5,29.3,0.0,100.519
Singapore Grand Prix,OCO,HARD,15.0,33.9,29.4,0.0,98.767
Singapore Grand Prix,OCO,HARD,16.0,34.1,29.4,0.0,101.375
Singapore Grand Prix,OCO,HARD,17.0,33.6,29.5,0.0,97.55
Singapore Grand Prix,OCO,HARD,18.0,34.0,29.5,0.0,99.787
Singapore Grand Prix,OCO,HARD,19.0,33.5,29.5,0.0,98.536
Singapore Grand Prix,OCO,HARD,20.0,33.6,29.4,0.0,100.651
Singapore Grand Prix,OCO,HARD,21.0,33.3,29.4,0.0,100.34
Singapore Grand Prix,OCO,HARD,22.0,33.3,29.4,0.0,100.037
Singapore Grand Prix,OCO,HARD,23.0,33.6,29.3,0.0,97.643
Singapore Grand Prix,OCO,HARD,24.0,33.2,29.4,0.0,102.034
Singapore Grand Prix,OCO,HARD,25.0,33.1,29.5,0.0,97.873
Singapore Grand Prix,OCO,HARD,26.0,33.3,29.5,0.0,98.859
Singapore Grand Prix,OCO,HARD,27.0,33.5,29.5,0.0,98.062
Singapore Grand Prix,OCO,HARD,28.0,33.5,29.5,0.0,97.972
Singapore Grand Prix,OCO,HARD,29.0,33.4,29.4,0.0,98.154
Singapore Grand Prix,OCO,HARD,30.0,33.4,29.4,0.0,99.143
Singapore Grand Prix,OCO,HARD,31.0,33.6,29.4,0.0,98.814
Singapore Grand Prix,GAS,MEDIUM,2.0,34.2,28.9,0.0,102.454
Singapore Grand Prix,GAS,MEDIUM,3.0,33.3,28.9,0.0,100.018
Singapore Grand Prix,GAS,MEDIUM,4.0,34.5,29.1,0.0,99.753
Singapore Grand Prix,GAS,MEDIUM,5.0,34.1,29.1,0.0,99.548
Singapore Grand Prix,GAS,MEDIUM,6.0,33.8,29.0,0.0,99.87
Singapore Grand Prix,GAS,MEDIUM,8.0,33.9,29.1,0.0,99.485
Singapore Grand Prix,GAS,MEDIUM,9.0,34.1,29.1,0.0,99.255
Singapore Grand Prix,GAS,MEDIUM,10.0,34.0,29.1,0.0,99.733
Singapore Grand Prix,GAS,MEDIUM,11.0,34.3,29.1,0.0,98.727
Singapore Grand Prix,GAS,MEDIUM,12.0,34.3,29.0,0.0,98.848
Singapore Grand Prix,GAS,MEDIUM,13.0,33.9,29.0,0.0,99.338
Singapore Grand Prix,GAS,MEDIUM,14.0,33.9,29.1,0.0,99.017
Singapore Grand Prix,GAS,MEDIUM,15.0,34.3,29.1,0.0,98.846
Singapore Grand Prix,GAS,MEDIUM,16.0,34.0,29.1,0.0,98.713
Singapore Grand Prix,GAS,MEDIUM,17.0,33.8,29.2,0.0,98.907
Singapore Grand Prix,GAS,MEDIUM,18.0,34.1,29.2,0.0,98.552
Singapore Grand Prix,GAS,MEDIUM,19.0,33.8,29.2,0.0,98.623
Singapore Grand Prix,GAS,MEDIUM,20.0,33.8,29.2,0.0,98.894
Singapore Grand Prix,GAS,MEDIUM,21.0,34.0,29.2,0.0,98.826
Singapore Grand Prix,GAS,MEDIUM,22.0,33.7,29.2,0.0,98.586
Singapore Grand Prix,GAS,MEDIUM,23.0,33.7,29.2,0.0,98.472
Singapore Grand Prix,GAS,HARD,2.0,33.7,29.2,0.0,96.211
Singapore Grand Prix,GAS,HARD,3.0,33.7,29.2,0.0,96.918
Singapore Grand Prix,GAS,HARD,4.0,33.7,29.2,0.0,96.878
Singapore Grand Prix,GAS,HARD,5.0,33.9,29.2,0.0,97.158
Singapore Grand Prix,GAS,HARD,6.0,33.7,29.3,0.0,96.992
Singapore Grand Prix,GAS,HARD,7.0,33.8,29.2,0.0,97.391
Singapore Grand Prix,GAS,HARD,8.0,34.0,29.2,0.0,97.318
Singapore Grand Prix,GAS,HARD,9.0,33.9,29.2,0.0,97.821
Singapore Grand Prix,GAS,HARD,10.0,34.0,29.1,0.0,97.813
Singapore Grand Prix,GAS,HARD,11.0,34.1,29.1,0.0,98.854
Singapore Grand Prix,GAS,HARD,12.0,33.9,29.2,0.0,98.263
Singapore Grand Prix,GAS,HARD,13.0,34.0,29.2,0.0,98.521
Singapore Grand Prix,GAS,HARD,14.0,34.0,29.2,0.0,98.586
Singapore Grand Prix,GAS,HARD,15.0,33.9,29.2,0.0,98.372
Singapore Grand Prix,GAS,HARD,16.0,34.3,29.3,0.0,98.305
Singapore Grand Prix,GAS,HARD,17.0,34.1,29.3,0.0,98.39
Singapore Grand Prix,GAS,HARD,18.0,34.1,29.4,0.0,101.921
Singapore Grand Prix,GAS,HARD,19.0,33.5,29.3,0.0,98.72
Singapore Grand Prix,GAS,HARD,21.0,33.9,29.4,0.0,98.66
Singapore Grand Prix,GAS,HARD,22.0,34.1,29.4,0.0,98.536
Singapore Grand Prix,GAS,HARD,23.0,33.6,29.5,0.0,100.314
Singapore Grand Prix,GAS,HARD,24.0,34.0,29.5,0.0,98.951
Singapore Grand Prix,GAS,HARD,25.0,33.5,29.5,0.0,99.614
Singapore Grand Prix,GAS,HARD,26.0,33.6,29.4,0.0,101.305
Singapore Grand Prix,GAS,SOFT,2.0,33.6,29.3,0.0,94.573
Singapore Grand Prix,GAS,SOFT,3.0,33.2,29.4,0.0,94.648
Singapore Grand Prix,GAS,SOFT,4.0,33.1,29.5,0.0,95.313
Singapore Grand Prix,GAS,SOFT,5.0,33.3,29.5,0.0,95.016
Singapore Grand Prix,GAS,SOFT,6.0,33.5,29.5,0.0,95.905
Singapore Grand Prix,GAS,SOFT,7.0,33.5,29.5,0.0,97.47
